source	target	is_directed	is_stimulation	is_inhibition	consensus_direction	consensus_stimulation	consensus_inhibition	sources	references
P49711	Q16555	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q03001	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y4J8	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q16829	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O14576	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O75923	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9BQW3	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P42892	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q5JVL4	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H6Z9	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H9B1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P55199	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q92556	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O00423	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H4G0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P11678	1	1	0	1	1	0	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	
P49711	O15083	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P07992	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q969X5	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H6T0	1	0	1	1	0	1	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	DoRothEA:22951020
P49711	O95718	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96A65	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8TAG9	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q93063	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O43909	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q5VUB5	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8WUF8	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q7Z4H9	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA	
P49711	Q00597	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y4F1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HCM7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UKB1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6ZNL6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	B1AJZ9	1	0	0	0	0	0	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:21795385
P49711	Q2V2M9	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q68DA7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q53EP0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P85037	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H334	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9P2Q2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y2L6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9C0B1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P06241	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O75899	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O95257	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q86SR1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96FL9	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8N428	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P10071	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8NEA6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O60547	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P36959	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8NFN8	1	0	1	1	0	1	DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	DoRothEA:22951020
P49711	Q3KR37	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9ULK0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q13003	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q16099	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y3R0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P34947	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14833	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14687	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P06396	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q99871	1	0	1	1	0	1	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	
P49711	P56524	1	0	0	0	0	0	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8WUI4	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UKV0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9P2P5	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q5T1R4	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P50747	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8TCT9	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8NDA2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96ED9	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P08069	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96ID5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14005	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96PE3	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14642	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q86XH1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q1A5X6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q13576	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6DN90	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q5JU85	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14643	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14571	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9NQC1	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q92833	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q86VZ6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8WXH2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O60229	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q7Z3B3	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA	
P49711	Q674X7	1	0	0	0	0	0	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:21795385
P49711	Q13303	1	0	0	0	0	0	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:21795385
P49711	P48547	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q12791	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UGI6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O43525	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8NHM5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O94953	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O94854	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UPN3	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q5T5P2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96J84	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96CT2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O95461	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O43679	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HBX8	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6ZUX7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H008	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96FE5	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8WVP7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P02545	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P25800	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O75197	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q32MZ4	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q38SD2	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14767	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8N2S1	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y6D9	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96QZ7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q86UL8	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9NR34	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O95819	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O15021	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O15068	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6DN14	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8NFP4	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HAF1	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA	
P49711	Q03112	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q71F56	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96RN5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	A6BM72	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q99685	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O94851	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q7RTP6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6PJG2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q99797	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P09238	1	0	1	1	0	1	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	DoRothEA:22951020
P49711	Q8NDA8	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P82650	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96DH6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q99551	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA	
P49711	Q14872	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA	
P49711	Q5JR59	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H7P6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P35579	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q15746	1	0	0	0	0	0	DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96JP2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q92614	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O95411	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O94832	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8N1T3	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UL68	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8IVL1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8IVL0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8NI08	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y618	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P52848	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q15223	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96PU5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q92859	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O94856	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q13469	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q12857	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14938	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q5SYE7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96TA1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q4KMZ8	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8N2Q7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O15118	1	0	1	1	0	1	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	DoRothEA:22951020
P49711	Q92823	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q02297	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O60462	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9ULB1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P58400	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9P2S2	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P58401	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HDB5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y4C0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H0P0	1	0	1	1	0	1	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	
P49711	Q9P121	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9BV86	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96CW9	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q16288	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8TEM1	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q969R2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9H4L5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HC10	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UNF0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O60829	1	0	1	1	0	1	DoRothEA;ORegAnno_DoRothEA;PAZAR_DoRothEA	DoRothEA:22951020
P49711	P00439	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q8WX93	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P09874	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA	
P49711	Q02548	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q14123	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P27815	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q07343	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q08499	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9NTI5	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;PAZAR_DoRothEA	
P49711	O15018	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96KR7	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q92535	1	0	0	0	0	0	ARACNe-GTEx_DoRothEA;DoRothEA;ENCODE-proximal;JASPAR_DoRothEA;PAZAR_DoRothEA	
P49711	O00750	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UKF7	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q96KN3	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6P1J6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P16885	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q15149	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q6IQ23	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O94827	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;HOCOMOCO_DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:21795385
P49711	O75051	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HCM2	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	O95602	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P09086	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UKI9	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q86YN6	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9Y2T4	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9NQV5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9HAZ2	1	0	0	0	0	0	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20219941;PAZAR:21795385
P49711	Q13029	1	0	0	0	0	0	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:21795385
P49711	Q8TCU6	1	0	0	0	0	0	DoRothEA;HOCOMOCO_DoRothEA;JASPAR_DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q7Z3G6	1	0	0	0	0	0	DoRothEA;ENCODE-proximal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9UGJ0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P05771	1	0	0	0	0	0	DoRothEA;ENCODE-distal;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q02156	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	P24723	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	C0HM02	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q05513	1	0	0	0	0	0	DoRothEA;PAZAR;PAZAR_DoRothEA;ReMap_DoRothEA	PAZAR:20219941;PAZAR:21795385
P49711	Q86SH4	1	0	1	1	0	1	DoRothEA;ENCODE-proximal;ORegAnno_DoRothEA;PAZAR_DoRothEA	
P49711	Q5JSZ5	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
P49711	Q9NYI0	1	0	0	0	0	0	DoRothEA;PAZAR_DoRothEA;ReMap_DoRothEA	
